emp_no,birth_date,first_name,last_name,gender,hire_date
497445,1954-03-17,Kayoko,Pagter,F,1995-09-24
497444,1959-10-01,Hercules,Gimarc,F,1988-12-16
497443,1954-01-25,Sadok,Takanami,M,1985-06-21
497442,1962-12-10,Sedat,Bage,M,1990-04-14
497441,1962-01-16,Oldrich,McAlpine,M,1989-12-08
497440,1956-07-11,Neven,Maksimenko,M,1988-05-10
497439,1959-11-22,Zdislav,Fabrizio,M,1985-12-09
497438,1963-09-12,Trygve,Birjandi,F,1989-12-14
497437,1955-08-08,Erzsebet,Mattern,M,1991-01-28
497436,1960-03-06,Zhiwei,Zeidenstein,F,1998-09-17
497435,1964-04-01,Isaac,Swan,M,1992-08-03
497434,1952-02-21,Shounak,Kalloufi,F,1985-11-21
497433,1961-06-21,Menkae,Erman,F,1995-07-08
497432,1962-11-29,Ghassan,Calkin,M,1992-02-17
497431,1954-03-25,Mabo,Ruemmler,F,1985-05-23
497430,1961-01-02,Jianhui,Schach,F,1986-02-18
497429,1952-11-26,Vitali,Broder,F,1986-09-26
497428,1953-12-16,Jiong,Lorho,F,1987-05-12
497427,1952-08-05,Goo,Collette,F,1994-02-09
497426,1954-11-02,Toshiko,Solovay,M,1987-04-16
497425,1955-02-05,Premsyl,Quadeer,F,1989-11-16
497424,1962-03-24,Gilbert,Pargaonkar,M,1993-10-28
497423,1957-07-03,Yolla,Lueh,M,1985-09-04
497422,1963-10-28,Stella,Caine,F,1992-04-18
497421,1955-05-06,Eirik,Lanteri,F,1985-07-07
497420,1956-08-10,Kyoichi,Candan,M,1994-05-06
497419,1957-06-15,Mart,Azumi,M,1986-05-28
497418,1959-11-08,Hidekazu,Kamber,F,1988-01-26
497417,1953-06-24,Kish,Veevers,M,1993-11-11
497416,1962-02-24,Munenori,Rajala,F,1998-02-15
497415,1958-11-04,Bader,Eldridge,M,1986-08-25
497414,1953-01-10,Susanna,Heuter,M,1988-02-28
497413,1958-04-19,Zongyan,Lindqvist,M,1990-04-30
497412,1954-01-11,Kankanahalli,Kamble,M,1987-10-08
497411,1954-10-27,Kirk,Woycyznski,F,1987-02-20
497410,1960-10-17,Sushant,Schwabacher,F,1997-02-02
497409,1965-01-21,Reinhard,Erde,M,1992-12-04
497408,1954-10-25,Kerryn,Mitsuhashi,M,1988-05-27
497407,1962-04-05,Sukumar,Dalphin,M,1990-08-18
497406,1964-12-26,Arnd,Sadowsky,F,1996-06-08
497405,1963-03-03,Xinyu,Clouatre,M,1994-03-13
497404,1955-04-24,Shigeaki,Coorg,F,1985-03-29
497403,1956-05-11,Kokou,Narahara,F,1986-11-16
497402,1956-01-29,Bluma,Riefers,F,1998-04-18
497401,1964-02-25,Bokyung,Reutenauer,F,1994-04-07
497400,1964-10-13,Nechama,Kumaresan,F,1987-04-18
497399,1962-03-08,Gladys,Kolinko,M,1987-07-01
497398,1955-01-17,Danil,Przulj,M,1987-10-02
497397,1960-05-17,Jagoda,Marquardt,F,1990-11-27
497396,1955-05-22,Susanna,Taubman,F,1986-09-30
497395,1963-09-06,Parto,Kruskal,M,1985-05-13
497394,1956-05-29,Kshitij,McFarlan,F,1988-06-20
497393,1962-10-12,Subhash,Varman,M,1992-10-01
497392,1960-01-25,Torsten,Redmiles,F,1985-06-08
497391,1965-01-30,Paris,Lieblein,M,1993-08-19
497390,1960-02-10,Giao,Buescher,M,1989-04-04
497389,1962-09-06,Aiichiro,Mateescu,M,1986-03-25
497388,1955-04-17,Evgueni,Salinas,F,1992-11-25
497387,1964-05-09,Stepehn,Syrzycki,F,1988-11-12
497386,1953-03-14,Jiann,Ohori,F,1996-05-12
497385,1963-01-29,Tooru,Rosaz,M,1987-11-21
497384,1957-08-07,Sverrir,Skrikant,F,1993-07-28
497383,1958-04-26,Fatemeh,Suwa,M,1990-02-27
497382,1956-05-15,Willard,Bala,M,1992-05-27
497381,1958-04-05,Willard,Gadepally,F,1989-11-18
497380,1956-12-17,Manohar,Benaini,F,1986-08-27
497379,1963-06-06,Kazunori,Rettelbach,F,1990-03-25
497378,1960-10-05,Xinyu,Thisen,M,1991-12-18
497377,1960-06-14,Kyoichi,Hempstead,F,1990-03-22
497376,1955-09-14,Anyuan,Ratzlaff,M,1987-04-17
497375,1964-08-04,Koichi,Karcich,M,1993-08-26
497374,1955-09-07,Qunsheng,Miculan,M,1988-11-01
497373,1955-03-24,Ugo,Kuszyk,M,1991-03-22
497372,1956-10-31,Narain,Vickson,F,1995-05-03
497371,1956-06-21,Irene,Improta,M,1986-08-29
497370,1962-03-30,Zvonko,Bultermann,M,1986-02-26
497369,1962-09-24,Panayotis,Albarhamtoshy,M,1990-03-20
497368,1953-05-27,Tua,Iisaku,M,1993-12-10
497367,1959-08-14,Ohad,Beznosov,F,1985-10-18
497366,1964-03-08,Arnould,Rathonyi,M,1991-05-23
497365,1954-07-26,Muneo,Schneeberger,F,1993-10-12
497364,1952-09-03,Nahum,Schiettecatte,M,1990-01-01
497363,1961-05-08,Shuho,Brickell,F,1991-04-11
497362,1956-08-31,Rosella,Benner,F,1989-07-16
497361,1954-11-22,Moss,Garrabrants,F,1992-10-01
497360,1955-09-27,Radhika,Homond,F,1986-12-18
497359,1953-11-23,Hilari,Alameldin,M,1991-01-09
497358,1963-02-07,Ramzi,Shanbhogue,M,1993-12-16
497357,1964-08-23,Pasqua,Rettelbach,M,1991-08-29
497356,1955-06-05,Shmuel,Eickenmeyer,M,1988-06-08
497355,1956-04-15,Bartek,Rebaine,M,1990-07-04
497354,1956-07-27,Owen,Vilarrasa,F,1990-09-21
497353,1963-03-20,Toshiko,Ambroszkiewicz,F,1990-02-28
497352,1958-05-04,Remmert,Koyama,M,1985-12-15
497351,1957-10-03,Sadun,Peron,M,1989-03-17
497350,1957-12-01,Satosi,Foong,M,1988-11-14
497349,1952-09-15,Masako,Ohori,M,1989-04-26
497348,1961-12-16,Mong,Zedlitz,M,1991-01-08
497347,1964-12-10,Mostafa,Billingsley,M,1993-12-12
497346,1958-01-04,Florian,Malabarba,M,1991-03-13
497345,1959-11-13,Hirochika,Kushnir,M,1994-09-29
497344,1959-12-13,Toshimo,Selenyi,F,1986-05-25
497343,1954-12-14,Fan,Bael,M,1988-02-03
497342,1963-04-03,Siddarth,Kropf,F,1993-02-28
497341,1957-03-08,Junichi,Pietrzykowski,M,1987-09-07
497340,1965-01-06,Fayez,Keohane,F,1989-01-11
497339,1960-06-29,Percy,Thibadeau,F,1988-09-17
497338,1960-01-05,Yurij,Pellegrinelli,M,1993-09-10
497337,1963-04-17,DAIDA,Pluym,M,1988-09-10
497336,1963-09-02,Sivanarayana,Michaeli,F,1986-05-30
497335,1961-07-27,Bernt,Sifakis,M,1994-03-25
497334,1963-03-05,Kellyn,Onuegbe,M,1989-01-06
497333,1963-07-16,Uwe,Fairtlough,M,1997-01-01
497332,1962-10-28,Olivera,Koprowski,M,1992-01-18
497331,1953-01-11,Toshimori,Snyers,M,1987-01-09
497330,1957-09-20,Ayakannu,Vilarrasa,F,1993-05-21
497329,1964-12-10,Clyde,Brlek,M,1986-02-16
497328,1957-01-23,Shunichi,Demos,F,1990-08-05
497327,1964-01-04,Martien,Menhardt,M,1991-04-02
497326,1954-11-01,Karoline,Manders,M,1991-07-07
497325,1956-01-25,Basem,Stiles,M,1987-05-29
497324,1960-01-12,Kokou,Malabarba,M,1987-09-09
497323,1964-09-11,Tommaso,Angelov,M,1993-04-04
497322,1953-10-17,Junichi,Erbe,M,1995-11-14
497321,1953-03-04,Mitchel,Ranum,F,1992-01-21
497320,1955-06-20,Boguslaw,Ghalwash,M,1985-11-03
497319,1962-03-24,Shiv,Schwaller,F,1991-01-03
497318,1952-07-28,Nalini,Gils,M,1989-11-16
497317,1962-12-06,Deniz,Brendel,F,1992-03-28
497316,1955-01-06,Gonzalo,Guting,M,1986-03-31
497315,1964-05-16,Mariangiola,Hemaspaandra,M,1990-04-07
497314,1957-11-03,Vidar,Walston,M,1994-06-29
497313,1957-05-12,Kerryn,Sudkamp,M,1992-07-16
497312,1962-02-02,Marit,Sigstam,M,1991-08-14
497311,1957-08-20,Mountaz,Ghalwash,M,1987-06-23
497310,1962-12-01,Danco,Kemmerer,M,1985-08-24
497309,1954-03-07,Sachem,Uhrik,F,1993-02-06
497308,1963-09-30,Jasminko,Lagarias,M,1998-09-05
497307,1953-12-01,Takahiro,Collette,M,1988-08-01
497306,1959-11-21,Tristan,Riexinger,M,1993-08-20
497305,1960-08-03,Rosalyn,Ruemmler,M,1985-05-16
497304,1961-09-29,Moti,Heiserman,M,1995-11-19
497303,1962-03-25,Greger,Nanard,F,1992-06-26
497302,1957-02-17,Nimmagadda,Kakkad,M,1988-08-14
497301,1962-09-25,Adly,Perry,M,1987-07-04
497300,1964-09-03,Iara,Murtha,M,1987-10-11
497299,1959-03-08,Shietung,Camurati,F,1987-11-01
497298,1958-03-26,Mayuri,Alameldin,M,1990-05-21
497297,1961-06-02,Abdelwaheb,Morrey,F,1997-03-19
497296,1964-05-07,Pranay,Kawashimo,F,1993-11-25
497295,1952-11-07,Cedric,McAlpine,M,1995-02-18
497294,1962-03-27,Oguz,Wolniewicz,M,1985-04-03
497293,1956-06-01,Idoia,Wynblatt,M,1985-05-31
497292,1964-05-28,Denis,Gustavson,M,1990-07-25
497291,1955-04-27,Neelam,Heiserman,F,1986-03-23
497290,1956-02-29,Narain,Wursthorn,F,1987-02-28
497289,1961-08-14,Sanjiv,Schreiter,M,1988-01-03
497288,1961-06-25,Conrado,Stellhorn,F,1992-02-01
497287,1957-10-05,Selwyn,Narahara,F,1993-07-15
497286,1952-08-13,Elgin,Covnot,F,1992-07-28
497285,1954-08-16,Sungwon,Pillow,M,1989-04-08
497284,1958-01-26,Zito,Silva,M,1990-11-26
497283,1954-02-25,Hatem,Lanteri,F,1993-04-16
497282,1962-05-10,Werner,Pell,F,1987-04-09
497281,1958-11-13,Alair,Whitcomb,M,1985-11-18
497280,1961-08-30,Florina,Kavvadias,F,1985-08-10
497279,1958-10-17,Sukumar,Gronowski,M,1988-05-29
497278,1955-09-22,LiMin,Gilg,M,1995-11-16
497277,1963-03-04,Faiza,Kaltofen,M,1989-03-09
497276,1964-09-05,Frazer,Aloia,F,1989-01-05
497275,1964-08-07,Hyuncheol,Benzmuller,M,1989-07-22
497274,1954-12-17,Jixiang,Serre,M,1986-10-29
497273,1961-10-15,Salvador,Wynblatt,F,1993-12-18
497272,1961-02-13,Harngdar,Kakkad,F,1988-03-06
497271,1958-11-08,Subir,Belinskaya,F,1990-12-08
497270,1956-05-21,Wonhee,Birke,M,1986-12-08
497269,1954-05-13,Alagu,Oaver,M,1992-02-20
497268,1956-11-19,Xiong,Roccetti,F,1989-11-07
497267,1956-05-24,Gilbert,Alpin,F,1990-07-21
497266,1954-09-16,Mandell,Kieras,M,1993-06-26
497265,1956-11-05,Marl,Zirintsis,F,1995-06-09
497264,1957-03-28,Kazuhiro,Shanbhogue,F,1987-09-09
497263,1956-07-04,Yucel,Ouhyoung,M,1991-01-22
497262,1954-10-19,Xianlong,Nitsch,M,1990-11-26
497261,1953-06-18,Mohammad,Pillow,M,1987-04-15
497260,1962-11-27,Vishu,Shokrollahi,M,1996-08-30
497259,1960-08-18,Marit,Undy,M,1990-09-28
497258,1952-07-01,Rasikan,Mungall,M,1992-07-06
497257,1954-12-15,Feiyu,Demos,M,1991-08-27
497256,1958-12-11,Fumino,Jansen,M,1990-07-03
497255,1962-11-24,Mack,Oxman,F,1996-06-23
497254,1964-03-20,Hausi,Harbusch,F,1990-09-24
497253,1957-12-05,Fumitaka,Rosen,F,1990-10-19
497252,1958-07-21,Xuejia,Brodie,M,1985-10-10
497251,1962-11-11,Ishfaq,Demir,M,1987-11-07
497250,1960-05-07,Tremaine,Versino,F,1988-09-14
497249,1962-10-30,Mingdong,Perin,F,1992-09-21
497248,1964-09-13,Piyush,Merel,M,1987-12-12
497247,1952-04-17,Khalil,Swiss,M,1991-06-08
497246,1958-11-10,Ulf,Suppi,F,1992-11-01
497245,1952-03-24,Lech,Engelmann,M,1985-11-24
497244,1963-08-18,Insup,Dusink,M,1986-10-19
497243,1962-10-13,Jianwen,Kalsbeek,M,1987-03-31
497242,1963-08-23,Arve,Nilsson,F,1991-12-30
497241,1961-06-08,Edwin,Matzen,M,1993-02-26
497240,1959-11-29,Gay,Sethi,M,1994-10-29
497239,1952-12-17,Sivanarayana,Dymetman,M,1985-12-02
497238,1954-08-15,Perry,Falco,F,1998-04-28
497237,1959-01-21,Gregory,McFarlin,M,1987-09-05
497236,1954-02-14,Halsur,Hoppenstand,F,1988-02-01
497235,1953-09-19,Dzung,Molenkamp,M,1987-10-06
497234,1959-01-13,Theron,Lorie,F,1991-03-08
497233,1964-01-28,Mandell,Picco,M,1993-09-06
497232,1962-11-01,Spyrose,Cangellaris,F,1989-05-21
497231,1955-03-02,Boaz,Beausoleil,F,1991-02-14
497230,1953-07-17,Peternela,Range,F,1985-12-13
497229,1954-03-25,Keiichiro,Sadowski,M,1987-02-16
497228,1958-12-16,Suzette,Engberts,M,1986-06-19
497227,1955-06-18,Hsiangchu,Wiegley,M,1991-08-02
497226,1953-07-12,Mayumi,Saoudi,M,1994-11-23
497225,1956-12-04,Tristan,Hoogerwoord,M,1988-02-08
497224,1956-05-26,Sivanarayana,Auria,F,1995-08-21
497223,1953-06-28,Ramachenga,Whitcomb,F,1990-02-26
497222,1954-03-01,Shigehito,Uhrig,M,1985-11-09
497221,1956-09-01,Nobuyoshi,Barvinok,M,1988-05-10
497220,1959-03-24,Chaoyi,Erman,M,1989-10-25
497219,1964-03-04,Mingsen,Hardjono,F,1992-03-02
497218,1959-06-26,Yishai,Gecsei,M,1989-10-21
497217,1957-02-14,Tomokazu,Waleschkowski,M,1994-01-04
497216,1962-06-20,Shen,Peternell,M,1985-06-22
497215,1962-11-05,Reuven,DiGiano,M,1995-09-28
497214,1960-03-18,Nitsan,Maierhofer,M,1990-04-17
497213,1958-02-18,Lenore,Zhang,M,1986-05-28
497212,1952-03-14,Yakichi,Lambe,F,1988-04-07
497211,1959-05-14,Utpal,Wilfing,M,1992-06-29
497210,1958-08-10,Vugranam,Herbst,F,1990-12-30
497209,1958-09-06,Jouni,Perin,M,1989-11-06
497208,1959-05-24,Seongbae,Iwayama,M,1988-09-10
497207,1954-10-07,Shuzo,Beausoleil,M,1991-02-28
497206,1962-03-30,Mats,Sinicrope,M,1986-06-23
497205,1958-09-17,Gal,Kermarrec,F,1994-03-21
497204,1960-07-10,Radhakrishnan,Schicker,F,1993-04-30
497203,1955-04-02,Qiwen,Pell,F,1988-09-30
497202,1954-03-31,Makato,Navazio,M,1994-03-22
497201,1955-10-21,Jeanne,Orlowski,M,1989-05-28
497200,1958-01-19,Xumin,Niizuma,M,1990-06-09
497199,1962-11-22,Guenter,Vitiello,M,1985-09-22
497198,1961-03-07,Tuval,Matzov,M,1989-06-21
497197,1961-03-16,Pranav,Ouhyoung,M,1994-01-13
497196,1952-04-28,Siamak,Kroon,M,1986-01-15
497195,1956-11-29,Rildo,Pepe,M,1993-10-02
497194,1961-06-16,Sumali,Tasistro,M,1995-08-09
497193,1963-06-19,Surveyors,Picci,M,1994-11-18
497192,1956-07-25,Conal,Zyda,F,1986-02-06
497191,1959-10-09,Ortrud,Berendt,F,1987-01-16
497190,1962-11-19,Aron,Ghemri,F,1987-10-28
497189,1962-11-12,Kazuyasu,Servi,M,1987-02-08
497188,1953-04-08,Douadi,Pokrovskii,M,1988-08-01
497187,1958-01-24,Randy,Pluym,F,1994-07-23
497186,1956-09-07,Jaana,Sigstam,M,1985-09-22
497185,1958-03-27,Heng,Stemann,F,1993-06-30
497184,1952-06-04,Masali,Salverda,F,1988-10-29
497183,1955-05-13,Qingxiang,Stassinopoulos,M,1987-10-21
497182,1954-03-07,Goa,Versino,M,1987-11-10
497181,1960-03-08,Udaiprakash,Katalagarianos,F,1986-10-21
497180,1958-09-11,Zhigen,Simkin,M,1998-06-25
497179,1964-06-07,Shigeaki,Kusalik,F,1985-04-01
497178,1955-01-18,Shushma,Brookman,F,1995-06-08
497177,1964-10-06,Gen,Sullins,M,1997-12-24
497176,1959-10-26,Marl,Zykh,F,1991-04-08
497175,1964-11-02,Uinam,Kabayashi,M,1997-08-23
497174,1965-01-02,Sanjiv,Bressoud,M,1991-05-09
497173,1959-08-31,Morris,Slutz,M,1993-06-07
497172,1959-05-21,Malu,Nyanchama,M,1986-07-14
497171,1964-12-24,Moheb,Lanzelotte,F,1990-09-11
497170,1957-07-28,Luise,Theuretzbacher,M,1985-07-17
497169,1957-05-24,Udi,Famili,F,1989-04-30
497168,1957-03-24,Hideyuki,Dayang,M,1991-09-10
497167,1964-08-08,Godehard,Bazzichi,M,1985-04-23
497166,1960-07-25,Takahira,Magalhaes,F,1987-10-03
497165,1964-10-08,Angus,Emmart,F,1988-04-07
497164,1955-08-17,Yonghong,Ravishankar,F,1994-11-20
497163,1958-07-01,Goh,Kaelbling,M,1988-01-19
497162,1955-10-26,Tesuya,Junet,F,1990-03-18
497161,1964-10-18,Mizuhito,Siochi,F,1991-04-05
497160,1953-09-24,Heon,Thiran,F,1987-03-06
497159,1958-08-24,Rasikan,Maccarone,M,1989-10-15
497158,1960-09-06,Randi,Tagansky,M,1985-07-13
497157,1964-07-02,Parke,Papastamatiou,M,1991-06-11
497156,1954-08-06,Jianhua,Whitcomb,M,1991-01-02
497155,1964-04-19,Aleksander,Thorensen,F,1992-07-20
497154,1963-10-20,Yonghoan,Penttonen,M,1987-08-16
497153,1962-08-29,Debatosh,VanScheik,F,1985-07-23
497152,1962-07-03,Rasiah,Brlek,M,1986-11-14
497151,1955-08-01,Lijia,Litzkow,F,1988-04-01
497150,1954-09-30,Sverrir,Gerlach,M,1995-09-02
497149,1952-04-09,Berry,Garnier,M,1993-09-26
497148,1962-03-28,Shalesh,Petersohn,M,1990-06-15
497147,1962-01-11,Vivian,Pero,F,1986-12-21
497146,1959-02-16,Fox,Rathonyi,F,1994-04-13
497145,1961-09-29,Moheb,Perng,M,1993-01-28
497144,1959-06-11,Gopalakrishnan,Setia,M,1990-08-16
497143,1959-01-20,Gonzalo,Christianini,F,1993-05-23
497142,1963-11-23,Jaana,Ramamoorthy,M,1989-07-16
497141,1955-01-16,Hausi,Marquardt,M,1989-01-09
497140,1958-02-18,Chiranjit,Sewelson,F,1988-05-31
497139,1955-11-10,Wojceich,Krupka,M,1986-09-20
497138,1956-09-16,Subhrajyoti,Perly,M,1997-02-24
497137,1960-11-23,Heeju,Decaestecker,M,1989-02-16
497136,1959-12-26,Jinxi,Lemarechal,M,1998-05-09
497135,1960-04-30,Xiaobin,Sadowsky,M,1986-03-27
497134,1955-05-19,Lucian,Baak,M,1992-07-17
497133,1964-11-26,Leon,Ramalingam,M,1987-12-28
497132,1962-02-05,Subhada,Radivojevic,M,1989-10-04
497131,1958-07-19,Mayuko,Takanami,F,1993-05-17
497130,1960-07-28,Shaowei,Morton,M,1989-09-23
497129,1957-10-19,Mary,Penn,M,1987-02-07
497128,1960-06-14,Moon,Muhlberg,M,1985-08-16
497127,1964-04-04,Mohamadou,Gajiwala,F,1996-10-02
497126,1954-04-03,Naftali,Dechter,M,1991-09-29
497125,1954-07-10,Rayond,Veevers,M,1986-04-19
497124,1953-06-13,Sushant,Christ,F,1997-11-05
497123,1954-02-11,Mari,Budinsky,M,1990-03-03
497122,1958-07-07,Oguz,Veccia,F,1986-04-04
497121,1953-07-26,Lene,Casperson,F,1993-05-01
497120,1961-07-19,Nikolaus,Molenaar,F,1991-07-25
497119,1952-12-09,Mizuhito,Yamaashi,M,1985-07-21
497118,1959-10-13,Szabolcs,Klassen,M,1989-12-08
497117,1953-03-15,Siamak,Babb,M,1988-05-17
497116,1953-03-07,Moni,Tramer,M,1989-02-16
497115,1953-03-07,Mari,Claffy,F,1988-10-25
497114,1958-09-08,Xiping,Miyakawa,M,1996-05-18
497113,1955-06-18,Edwin,Orlowski,M,1986-02-25
497112,1956-11-04,Beshir,Niizuma,F,1994-09-16
497111,1954-10-10,Subhrajyoti,Merks,M,1997-12-24
497110,1953-03-30,Marjo,Ramsay,M,1991-10-30
497109,1955-06-06,Bernice,Khalid,M,1993-06-15
497108,1958-07-11,Etsuo,Solovay,F,1987-02-01
497107,1959-02-28,Fumiyo,Bolsens,F,1992-08-12
497106,1953-05-12,Slavian,Waschkowski,M,1986-11-25
497105,1959-05-05,Neven,Benner,M,1987-10-21
497104,1954-05-04,Tianruo,Parhami,M,1994-05-03
497103,1960-09-08,Mack,Siprelle,M,1985-05-29
497102,1962-01-29,Pintsang,Engelmann,F,1987-01-22
497101,1957-02-17,Macha,Herbst,F,1994-11-05
497100,1955-08-13,Martial,Miara,F,1987-01-02
497099,1952-11-07,Shem,Birnbaum,M,1990-08-20
497098,1958-06-14,Vugranam,Birge,M,1995-04-10
497097,1961-08-07,LiMin,Prenel,M,1987-08-10
497096,1959-06-17,Perry,Ambroszkiewicz,M,1985-10-14
497095,1952-10-12,Feipei,Juneja,F,1989-08-11
497094,1953-06-04,Bezalel,Kumaresan,M,1993-12-10
497093,1963-02-08,Munehiko,Pepe,M,1990-11-06
497092,1953-03-17,Bodo,Linares,M,1986-11-30
497091,1954-03-16,Leandro,Nyrup,M,1985-08-12
497090,1955-06-30,Kousuke,Mansanne,M,1991-11-17
497089,1962-09-26,Takahira,Cronin,M,1988-04-24
497088,1955-01-30,Alassane,Picco,M,1986-02-02
497087,1962-09-07,Mitsuyuki,Siochi,F,1991-06-02
497086,1957-08-11,Aron,Vadhan,M,1986-06-22
497085,1955-04-09,Fusako,Fritzsche,F,1991-09-15
497084,1957-09-26,Yuuichi,Ozeri,F,1989-03-31
497083,1963-03-07,Mototsugu,Birta,M,1987-04-27
497082,1956-03-27,Tetsushi,Atchley,M,1992-07-16
497081,1953-10-15,Zhanqiu,Ginneken,F,1985-06-03
497080,1956-06-15,Seshu,Stasinski,F,1994-04-28
497079,1963-04-07,Fai,Roison,M,1988-05-04
497078,1954-02-15,Abdulah,Nastansky,F,1991-10-25
497077,1957-09-19,Annemarie,Lunt,F,1986-01-08
497076,1956-02-05,Shahar,Mellouli,F,1990-12-29
497075,1962-01-16,Gita,Gihr,M,1989-07-14
497074,1958-01-07,Gina,Peroz,M,1986-08-20
497073,1958-04-13,Nimmagadda,Rahier,M,1990-03-10
497072,1962-01-23,Manton,Ciolek,M,1986-09-20
497071,1959-08-22,Lein,Covnot,M,1988-03-26
497070,1953-01-22,Jordanka,Ponthieu,M,1996-04-15
497069,1960-09-18,Zhenhua,Compeau,F,1995-04-17
497068,1962-12-14,Shahar,Birke,M,1993-11-05
497067,1956-07-29,Florina,Tokunaga,F,1991-11-17
497066,1964-07-18,Jianhao,Asrin,M,1989-02-24
497065,1958-06-03,Owen,Varker,M,1987-03-09
497064,1962-11-01,Younwoo,Lipner,M,1994-05-04
497063,1959-07-02,Goh,Larfeldt,F,1988-03-17
497062,1954-02-25,Dayanand,Naudin,F,1987-08-26
497061,1963-02-25,Phuoc,Bardell,M,1988-12-13
497060,1958-06-28,Visit,Marchegay,M,1988-12-02
497059,1958-12-01,Chenye,Paciorek,M,1985-03-05
497058,1963-10-21,Gino,Osgood,M,1991-10-08
497057,1953-09-10,Parke,Garnier,M,1987-11-27
497056,1954-04-12,Xiadong,Basagni,M,1994-05-19
497055,1961-03-24,Zhilian,Perin,F,1991-02-08
497054,1962-10-31,Shridhar,DasSarma,M,1985-06-25
497053,1954-01-25,Arvin,Jahnichen,F,1989-12-07
497052,1961-11-17,Shem,Pauthner,F,1991-05-16
497051,1961-01-30,Jordanka,Tischendorf,M,1986-09-19
497050,1953-03-01,Troy,Mukaidono,M,1989-06-01
497049,1961-01-31,Anoosh,Lodder,F,1989-06-25
497048,1964-05-14,Claude,Parveen,F,1989-02-20
497047,1958-05-21,Atilio,Swick,F,1988-04-19
497046,1959-12-15,Georgi,Rouquie,M,1987-10-15
497045,1956-04-06,Jeong,Matzov,F,1990-02-21
497044,1955-11-15,Nikolaus,Cannane,M,1987-05-18
497043,1964-05-28,Toshimo,Maierhofer,M,1989-10-08
497042,1961-12-24,Christfried,Kolvik,F,1987-04-02
497041,1964-07-31,Abdelaziz,Bashian,F,1993-04-25
497040,1957-04-16,Maik,Erdi,M,1986-04-09
497039,1962-06-23,Moie,Spieker,M,1990-10-25
497038,1959-02-19,Sungwon,Kushner,M,1995-11-12
497037,1959-02-08,Sariel,Khalid,M,1995-05-05
497036,1953-04-23,Moheb,Nourani,F,1988-12-11
497035,1964-05-19,Rafael,Pettey,M,1985-10-28
497034,1960-02-27,Jamaludin,Pell,M,1985-07-30
497033,1954-09-12,Ziyad,Oaver,M,1988-08-17
497032,1957-06-11,Serge,Bach,F,1992-05-26
497031,1958-01-31,Chenye,Coors,M,1990-12-16
497030,1963-10-16,Kayoko,Marchegay,F,1991-08-28
497029,1961-01-23,Toshimori,Matteis,M,1992-02-13
497028,1953-06-18,Yoshimitsu,Ladret,F,1989-06-11
497027,1962-09-19,Morrie,Sankaranarayanan,F,1986-04-01
497026,1960-07-23,Wanqing,Gini,F,1989-05-11
497025,1955-02-24,Uzi,Basagni,M,1998-10-10
497024,1961-03-16,Lakshmi,Krohm,M,1985-07-22
497023,1954-10-18,Jamaludin,Nooteboom,F,1988-01-28
497022,1964-05-15,Frederique,Klyachko,M,1996-03-11
497021,1955-07-29,Manton,Raczkowsky,M,1993-03-12
497020,1955-06-22,Bojan,Verspoor,M,1987-05-30
497019,1964-07-09,Shuky,Rubsam,M,1992-05-02
497018,1963-03-20,Serenella,Gomatam,F,1985-06-28
497017,1962-12-09,Arno,Andreotta,M,1987-04-21
497016,1961-05-17,Breannda,Speel,M,1985-07-28
497015,1952-07-07,Teunis,Kitsuregawa,F,1989-10-13
497014,1963-05-21,Abdelghani,Versino,M,1985-08-01
497013,1957-04-05,Dietrich,Penn,F,1988-05-30
497012,1952-04-24,Danae,Ranum,M,1992-01-29
497011,1960-12-18,Susumu,Kermarrec,M,1985-12-19
497010,1964-08-28,Reinhold,Wallrath,M,1990-09-04
497009,1952-06-15,Adam,Panienski,M,1988-07-23
497008,1957-05-21,Aiman,Kleiser,M,1985-10-22
497007,1965-01-23,Oldrich,Adachi,M,1996-12-23
497006,1954-03-06,Dante,Vadhan,M,1989-10-28
497005,1960-08-19,Utz,Toyoshima,F,1985-09-09
497004,1962-01-27,Taisook,Conte,M,1996-04-02
497003,1952-11-08,Nagui,Compeau,F,1986-10-19
497002,1959-11-23,Hitofumi,Menyhert,M,1994-06-21
497001,1954-05-31,Radhika,Kaiser,M,1986-01-10
497000,1957-08-05,Naraig,Rosti,F,1992-09-05
496999,1964-03-03,Hsiangchu,Bridgland,M,1985-12-03
496998,1964-07-28,Gil,Kumaresan,F,1987-12-15
496997,1960-09-27,Goncalo,Kitsuregawa,F,1989-02-08
496996,1961-06-09,Vishu,DeMori,F,1986-09-03
496995,1956-11-25,Garnet,Rehfuss,F,1989-02-15
496994,1958-11-03,Zejun,Plavsic,M,1990-01-11
496993,1963-08-26,Subhrajyoti,Nastansky,M,1985-03-15
496992,1957-04-18,Marsha,Heijenga,M,1987-07-29
496991,1960-04-11,Ugo,Rande,F,1988-06-30
496990,1954-10-18,Tooru,Busillo,M,1986-09-02
496989,1960-06-16,Nitsan,Flasterstein,M,1986-03-31
496988,1953-09-02,Wojceich,Gimarc,M,1990-10-22
496987,1952-09-10,Arra,Bade,M,1990-04-08
496986,1964-03-11,Elrique,Erni,F,1985-08-09
496985,1953-02-18,Jungsoon,Salinas,M,1987-01-12
496984,1957-04-14,Yaghout,Zedlitz,M,1996-05-07
496983,1958-09-29,Seongbae,Vesel,M,1988-12-20
496982,1960-06-03,Sashi,McClurg,F,1985-12-17
